id	电影名	内容简介	主演	导演	编剧	评分	预告片URL
1307423	非常夏日	一次偶然中，汽车修理工雷海洋（潘粤明 饰）成为了一起强奸案的目击者，曾经被女友燕子（李佳璇 饰）指责个性过于软弱的雷海洋想要挺身而出，却在最后关头败给了自己的懦弱，他眼睁睁的看着陌生的女孩跌入了黑暗的深渊。这件事情成为了雷海洋心中永久的伤痛，再三思量之后，他向公安部门报了案。 公路附近发现了一具面部被毁坏殆尽的女尸，经过雷海洋的辨认，他认为这就是当日遭到强暴的女孩，女孩的死加重了雷海洋心中的创伤，让他十分的自责。一日，在地铁上，雷海洋意外的看见了女孩，他一路追踪，终于在一家歌厅里找到了她。可是，女孩对雷海洋的询问和质疑一概否认，这让雷海洋陷入了疑惑之中。©豆瓣	潘粤明,马晓晴,李佳璇	路学长	李继贤	7.6	 
1307690	顽主	于观（张国立饰）、杨重（葛优饰）和马青（梁天饰）三人在北京开了一家“替人排优、替人解难、替人受过”的三T公司，专门替人解难、解闷、受过。他们碰到了形形色色的怪人和怪事，啼笑皆非，但都给应付了过去，公司业务兴隆，生意火爆。 一个要与女友分手又怕看女友掉泪的人找于观求助，于观受托约见刘美萍（马晓晴饰），十分含蓄地讲出问题并不断责备自己，泪流满面的刘美萍破涕为笑。后来，法院送来传票，勒令三T公司停业整顿，他们三人掏尽了所有的钱打发上门讨饭的顾客亲属，突然，马青说想要打人。大街上，他们肆意冲撞地些郁郁寡欢的中年人，可这些人只顾赶路，毫无反应。©豆瓣	张国立,葛优,梁天	米家山	米家山	8.4	 
1307694	無間道III 終極無間	刘建明（刘德华）在陈永仁（梁朝伟）被杀10个月后接受警队内部调查，被架空职权，加上家庭的变故，他的精神状态每况愈下，但他坚信局面很快就会扭转。年轻警司杨锦荣（黎明）在同事看来是怪人一个，他正凭着过人的业绩迈向警队最高层。为了搞清楚杨锦荣的真实身份，刘建明开始对其调查。 刘建明渐渐发现韩琛旧日的生意拍档沈澄（陈道明）与杨锦荣有着千丝万缕的关系，为了置杨锦荣于死地，也为了不让自己的身份曝光，渴望做个好人已久的刘建明开始千辛万苦地找寻一个又一个证据，可是他总在最接近真相时功亏一篑。©豆瓣	梁朝伟,刘德华,黎明	刘伟强	麦兆辉	8.0	 
1307729	大决战之平津战役	20世纪40年代末，古老的中华民族迎来了决定命运的重要时刻。国共两党的抗争进入攻坚阶段，辽沈战役和淮海战役后，蒋介石（赵恒多 饰）受到极大触动，意图撤回华北六十万国军进入淮海，构筑一条坚固的江淮防线。在此危急关头，毛泽东主席（古月 饰）在西柏坡发出指令，授意林彪（马绍信 饰）率领东北野战军秘密跨越长城，会同聂荣臻的华北野战军发起平津战役，分割傅作义（李定保 饰）军团以作各个歼灭。傅一面婉拒美国势力入住华北的请求，一面说服总统打消军队南撤的念头，顺利在华北取得空前的权力。谁知在此期间，解放军已悄悄完成对平津的包围。傅作义感到大势已去，决定通过身为共产党员的女儿冬菊（陈红梅 饰）与对手和谈。只是和平的果实来之不易，在此之前还要经受更多的考验…… 本片为中国共产党诞生七十周年纪念作品，是大决战三部曲的第三部。©豆瓣	古月,苏林,马绍信	李俊	李平分	7.8	 
1307812	双旗镇刀客	中国西部，黄沙漫天，马嘶人怒。自幼跟随父亲操练关西无极刀法的孩哥（高伟 饰）遵照父亲的遗嘱，来到双旗镇寻找指腹为婚的妻子好妹（赵玛娜 饰）。只叹人情冷暖，世态炎凉，好妹及其父亲瘸子（常江 饰）毫不待见这个男孩。婚期无望，孩哥只得暂时在瘸子的店里当小伙计。一日，土匪二爷意欲强暴好妹，结果为孩哥所杀。此举惹恼了长年盘踞双旗镇的土匪头子一刀仙（孙海英 饰）。由此惹得滚滚狂沙中刀光剑影，鲜血四溅…… 本片荣获1991年中国电影金鸡奖最佳美术奖、1992年东京第三届夕张国际惊险与科幻电影节最佳影片大奖、1992年第五届《中时晚报》电影奖商业映演类年度大陆优秀电影奖、1993年柏林电影节国际影评奖。©豆瓣	高一玮,赵玛娜,常江	何平	何平	8.2	 
1307823	炮打双灯	春枝（宁静 饰）出生于专门制作炮竹的大户人家，是家中的唯一子嗣，因此打小就被当做男孩养大，个性桀骜不驯。父亲死后，族老们定下规矩，春枝一辈子不能嫁人，否则就会失去继承家业的权利。 某日，春枝邂逅了名为牛宝（巫刚 饰）青年画家，牛宝为人十分高傲，绝不向权贵低头，这点吸引了春枝的注意。春枝潜入了他的画室，却意外的看到了自己女儿身的画像。觊觎家业的管家满地红（赵小锐 饰）将春枝的动情看在眼里，他设计逼走了牛宝，却没能够阻止春枝前去找他。终于，春枝和牛宝两情相悦了，春枝也恢复了女子的打扮，这让族老们大为震惊。满地红和牛宝即将进行一场放鞭炮的比试，胜者方能娶春枝为妻。©豆瓣	宁静,巫刚,赵小锐	何平	英达	6.9	 
1307856	背靠背，脸对脸	王双立（牛振华 饰）是某地文化馆的代馆长，这个馆长一代就是好几年，想升也升不上去，却也没有其他变动。不料一天，来了新的文化馆长老马（雷恪生 饰），这让王双立离正馆长的距离更远了。新馆长老马原是个副乡长，王双立认为他是个土包子，心里很是不以为然，利用自己对文化馆人际关系熟 悉的优势，想方设法给老马出难题。经过几轮较量，老马终于被挤走，王双立又成了代馆长，再次受领导重用，岂料，螳螂捕蝉黄雀在后，秘书小阎（李强 饰）成了新一任馆长。王双立不甘心，再次和小阎斗法，想将对方挤走，这次王双立还能如愿与偿吗？ 电影《背靠背，脸对脸》获得第二届大学生电影节最佳故事片和最佳男主角奖、东京国际电影节最佳男主角奖、第15届金鸡奖最佳导演和最佳合作片奖、第14届香港电影金像奖十大华语片。©豆瓣	牛振华,雷恪生,李强	黄建新	黄建新	9.4	 
1307918	馬戲小子	上世纪30年代，凭借空中飞人而闻名遐迩的上海常福马戏团正四处巡演，其间状况不断，全靠当家人沈师傅（午马 饰）和众位徒弟、女儿齐心协力方度过一个又一个难关。在一次演出中，日寇的飞机投下颗颗炸弹，炸毁了马戏团的所有设施。团员们虽然侥幸逃生，然而国难当头，只得各自奔前程。 沈师傅带着大女儿丁梅（李莉莉 饰）、二女丁兰（温碧霞 饰）、三女丁菊（胡樱汶 饰）、大女婿义天（林威 饰）以及几个小徒弟南下，准备投奔在那里的弟弟。顽劣的土地乐义东（元彪 饰）也尾随前来。覆巢之下安有完卵，他们所要依靠之人也各遭各难。义东等人只得瞒着师傅在街头卖艺，由此结识了正直的警察队长唐发（甄子丹 饰），也遭遇着颠离世道的种种不公……©豆瓣	元彪,甄子丹,温碧霞	午马	李敏才	6.1	 
1307970	骆驼祥子	本片根据老舍同名小说改编。勤劳的农村青年祥子（张丰毅 饰）生活在旧社会的北京郊区，失去土地和父母后，祥子来到北京在刘四开的人力车厂当车夫。祥子起早贪黑，没日没夜地干，希望能自己买一辆洋车，不用再租别人的车拉。祥子终于凑够了100元买了辆新车，然而没过多久就被军阀壮丁连人带车抓走了。祥子在军队里负责用洋车拉运炮弹，部对被击溃后逃跑时祥子的车滚下了山谷。士兵们都逃散了，祥子意外捡了军队里的三匹骆驼。他卖了骆驼，又回到了刘四的车厂当车夫，人们给他起名叫“骆驼祥子”。刘四的女儿虎妞（斯琴高娃 饰）看上了祥子，用酒灌醉了祥子……©豆瓣	张丰毅,斯琴高娃,殷新	凌子风	老舍	8.2	 
1308038	牧马人	1970年代末，在西北敕勒川牧场做了小半辈子牧马人的小学教师许灵均（朱时茂）一路风尘来到北京饭店，与30年未曾谋面的父亲、旅美华侨企业家许景由（刘琼）见面。当年，追求个人自由的许景由无法忍受与妻子的错误婚姻，丢下妻儿去了美国。此次归来，他有心带许灵均回美国继承事业。 交谈中，许灵均不认为将自己融在集体中、时时以国家利益为重的行为是思想陈旧的表现，对于父亲的舒适生活，他并不艳羡。 回顾自己几十年来所走的道路，虽有幼年成为弃儿、青年被打成右派下放牧场的悲惨经历，却也数次从牧区质朴、善良的乡民身上感受到人间温情，而在艰难岁月中与四川苦命女李秀芝（丛珊）结为夫妻后，许灵均更是尝到苦尽甘来的心酸与甜美。他认为，国家在好不容易迈过“文革”这个大坎之后，个人更应该同亲朋一起，不离不弃地跟着她走向新生。©豆瓣	朱时茂,丛珊,刘琼	谢晋	李凖	8.8	 
1308070	老井	因为家中长辈逼迫着要其做年轻寡妇段喜凤（吕丽萍）家的倒插门女婿，老井村青年孙旺泉（张艺谋）有心与高考落榜后回村务农的恋人赵巧英（梁玉瑾）离家出走，却因父亲被炸死在井下一事不得不将计划搁浅，听命做了段喜凤的丈夫。此后，孙旺泉把全部精力放在了打井上，终用科学方法测定了老井村第一口井的井位。 全村人日夜为打井奋战时，突发塌方事故，赵巧英和孙旺泉被土石封在了井下。在生命可能就此失去之际，两人按捺不住做了一次夫妻，然而，他们被人救了出来。©豆瓣	张艺谋,梁玉瑾,吕丽萍	吴天明	郑义	7.9	 
1308225	菊花茶	马建新（陈建斌 饰）是火车修理厂里的一名员工，虽然平日里沉默寡言毫不起眼，但他对待工作却格外的认真和踏实，是一个靠谱的青年。某日，工厂派马建新前往铁路系统学习班深造，在那里，马建新结识了名为李卫华（吴越 饰）的老师。 巧合的是，马建新和李卫华都十分喜欢和菊花茶，这一共同点迅速拉近了两人之间的距离，随着时间的推移，一种别样的情感在两颗心之间滋生了。然而，李卫华的身体状况十分糟糕，常常莫名昏倒，更糟糕的是，她患上的疾病让她注定无法成为一名母亲。可是，马建新对此却并不在意，执意和李卫华携手步入了婚姻的殿堂。©豆瓣	陈建斌,吴越,何涛	金琛	陈建斌	7.8	 
1308264	夏日暖洋洋	的士司机德子（余皑磊）离婚后认识小雪（左百韬），但两人交往没多久，德子就开始嫌其有一堆毛病，慢慢与她拉远了距离。不久，在街上拉活时，德子又结识漂亮时尚的大学图书馆管理员苗苗（陶红），对其风度、气质和性格都非常着迷，而苗苗也对德子充满好奇，两人遂有了美好的一夜。 苗苗介绍来自河南的打工妹郭顺给德子认识，德子才知他对苗苗的爱情只是一厢情愿。“失恋”令德子迎来无比苦闷的阶段，他开始更加拼命地拉活挣钱，就在这时，小雪割腕自杀的消息传入他的耳朵，他知道小雪曾被人强奸过，且始终摆脱不了那个阴影。自此，德子对爱情完全死心。©豆瓣	余皑磊,左夏初,陶红	宁瀛	宁岱	7.4	 
1308857	可可西里	尕玉（张磊 饰）本来是个警察，为了调查藏羚羊猎杀状况，他假扮记者身份，随考察团来到可可西里——那里气候寒冷、空气稀薄，含氧量极低。就在这个人类生存的“禁区”，尕玉目睹了一幕幕人性的贪婪以及人类与环境的狂暴冲突。首先是藏羚羊保护站的巡山队员被盗猎人枪杀，接下来他们见到了悲惨的一幕：盗猎者逃走，只留下众多只剩嶙峋白骨的藏羚羊。巡山队员在恶劣的环境中追捕凶手，最终只夺回了一部份的藏羚羊皮毛。一方面要与恶劣的自然环境抗争、另一方面还要与凶残的盗猎者周旋，巡山队员和尕玉面临着生死考验。©豆瓣	多布杰,张正阳,奇道	陆川	陆川	8.8	http://vt1.doubanio.com/202003221351/70804f43ab03c0430f8a1385212c8d75/view/movie/M/301370727.mp4
1308862	愛‧作戰	护士家锐（陈奕迅 饰）和靖侬（周丽淇 饰）拍拖，其间虽有些争执却还算甜蜜。他们决定去欧洲旅游增进感情，出门那天，家锐却发现自己的车不翼而飞。二人在停车场吵了起来，靖侬一气之下提出分手，家锐也盛怒离去。意外的是，他竟然发现了车就在不远的街口处停着。 打开后尾箱，家锐吃惊的发现里面竟然有一个浑身是血的人，此人的同伴华哥（王志文 饰）用枪指着家锐，劫持他上车当司机，一路上逃脱警察的追捕，并且帮华哥的兄弟包扎疗伤。家锐多次想方设法逃跑，都无果而终。唯一的一次机会，家锐本能逃掉，却为了一个孕妇而停下。这个孕妇，想不到就是华哥的妻子（秦海璐 饰）。 靖侬在等着家锐回心转意，想不到一等就等来了坏消息，她不顾一切要救回情人。然而即使家锐一路救人，却阻止不了悲剧的上演。©豆瓣	陈奕迅,周励淇,王志文	郑保瑞	司徒锦源	7.4	 
1309002	劳拉之星	劳拉（Céline Vogt 配音）是一名七岁的可爱小女孩，她跟随着一家人从风景宜人的乡间搬到了车水马龙的城市之中。尽管十分想念乡间闲散的生活和优美的风景，但是劳拉更想和家人在一起。入夜，月光静谧地倾洒在劳拉的脸庞上，对故乡的思念令劳拉无法入睡，她所幸爬上屋顶，观望夜空。 忽然，一个奇怪的小东西吸引了劳拉的注意，仔细一看，竟然是一颗星星，这颗星星因为少了一条腿，而从天空中跌落了下来。劳拉抱起了星星，将它带回家中照顾，紧接着，劳拉的生活因为星星的神奇魔法而发生了翻天覆地的变化。随着时间的推移，劳拉越来越力离不开星星了，可是，星星注定要回到属于它的夜空之中，离别近在眼前。©豆瓣	Céline Vogt,Sandro Iannotta,Maximilian Artajo	Piet De Rycker	Alexander Lindner	8.2	 
1309105	微笑	影片讲述了发生在美国女孩凯蒂和中国女孩林之间的动人故事，两个人本来相隔万里，但是命运的安排却让她们相遇——凯蒂通过一个偶然的机会来到中国寻找林，在一段奇妙的经历之后，两个人的命运都从此改变……	米卡·波瑞姆,王洛勇,丁一 	杰弗瑞·克莱默	杰弗瑞·克莱默	6.7	 
1309235	大撒把	空旷的候机大厅，即将与各自爱人分别的男女主人公。男主人公顾颜（葛优饰）正在候机大厅送别即将去加拿大自费留学的妻子，偶遇送丈夫出国的女主人公林周云（徐帆饰）。林周云的丈夫不顾即将生产的妻子，就头也没回地匆忙登机。临行前他把妻子托付给素不相识的顾颜，可林周云还是不幸流产了。一年后，两人再次不期而遇。形单影只的顾颜向林周云倾吐自己的思妻之苦，可林周云却因马上能奔赴国外与丈夫团聚而兴奋不已。两年后，林周云仍出国不成，留在国内。孤独寂寞的两人相约一起搭伴过年。五天假期转瞬即逝，分手时，两人都感到了莫名的失落，一段被尘封许久的感情悄然滋生…… 著名演员葛优也凭借此角色，荣获金鸡奖影帝桂冠。©豆瓣	葛优,徐帆,张会忠	夏钢	冯小刚	7.8	 
1310167	北京杂种	改革开放的大潮下，古老的皇城北京也按捺不住那份躁动。人们来去匆匆，生活节奏陡然加快，躁动的摇滚乐和肆无忌惮的谩骂响彻夜空，看不到未来却又为未来拼搏的年轻人们恣意宣泄着心中的愤懑。摇滚乐手卡子（李委 饰）的女友毛毛（俞飞鸿 饰）怀了孩子，两人为要与不要的问题大吵一架。之后毛毛失踪，装作不在意的卡子又四处寻找女友；崔健（崔健 饰）与乐队在摇滚乐之路上艰难前行，身无分文的他们交不起场地租金，被迫打起游击，乐队的排练经常受到干扰；买书为生的黄耶鲁被骗子袁红海（武啦啦 饰）骗尽钱财，他和哥们好友四处寻找骗子，结果兄弟间反倒出了矛盾。滚滚洪流，这群不甘受缚的青年趁着韶华未尽，可劲儿燃烧、挥霍着他们这无望、困顿的青春…… 本片荣获1993年洛迦诺电影节评委会奖特别提及。©豆瓣	崔健,李委,臧天朔	张元	唐大年	6.5	 
1316499	极度寒冷	青年前卫艺术家齐雷（贾宏声）的一项行为艺术引来众多媒体、同行及过路客的关注。该行为艺术的前三部分，立秋日模拟土葬、冬至日模拟溺葬、立春日作象征性的火葬完成后，齐雷宣布为与社会的冷酷对抗，他将在最后一部分，即在夏至日用尽自己的体温融化一块巨大的冰（冰葬）时，真正结束自己的 生命。 齐雷女友（马晓晴）和朋友们得知后，竭力阻止。他们不知的是，执意要赴黄泉路的齐雷不过是幕后推手手中的一枚棋子，他所实施的行为艺术只是另一项包含阴谋的更大的“行为艺术”的一部分。©豆瓣	贾宏声,马晓晴,李耿	王小帅	庞敏	7.2	 
1316511	我的1919	1919年，随着第一次世界大战结束，被战火蹂躏的欧洲尚未恢复元气，旨在解决战争遗留问题和奠定和平基础的巴黎和会准备召开，中国作为战胜国之一，派出了时任驻美公使、全权代表顾维钧（陈道明 饰）等五人组成的代表团参加和会。然而在欧美各国以及日本等列强意欲重新划分势力范围的大环境下，中国代表团人数遭到削减、德国在山东的利益眼看也要落入日本之手。顾维钧在会议上慷慨陈词，驳斥日方无理要求，然而公理在利益面前显得多么脆弱。顾维钧好友肖克俭（何政军 饰）之妻梅（许晴 饰）专程赶赴巴黎，寻找投身爱国工人运动的克俭。克俭在法国的活动、以及国内浩大的群众呼声令和会中的顾维钧等感受到责任重大。©豆瓣	陈道明,何政军,许晴	黄健中	黄丹	8.3	 
1329938	美人依旧	因为父亲的遗嘱，离家十五年的小菲（周迅 饰）被同父异母的姐姐璎子（邬君梅 饰）派人接回了家。小菲母亲的低微出身让小菲从小便立誓要作一个有出息的女人，然尔姐姐那种高高在上的贵族气质对小菲同样充满了诱惑，小菲慢慢的习惯了有姐姐的日子，她似乎又找到了家的感觉。当小菲得知姐姐只是想利用她拿到遗产然后和自己的爱人黄先生（王志文 饰）出国时，小菲陷入深深的失望，她不想失去姐姐和失而复得的家。此时，多情的黄先生流露出的暧昧让小菲找到了报复的缺口，然而报复和欲望并没有带给她所期望快感……©豆瓣	周迅,邬君梅,王志文	胡安	迈克尔·埃尔德里奇	6.1	 
1389891	追击8月15	探员何若智（郑中基 饰）认识了少女陈美玲（蔡卓妍 饰），原来这个少女是个机械人。之后又来了一个从50年后来的陈美玲机械人，她要确保科学伟人何小明的亲哥哥在八月十五日死去，何小明才会因为哥哥的离世而发愤图强，根据自己妻子的模样研制出陈美玲系列机械人，而若智正是何小明的哥哥。若智惶恐不安之余，更被警队上司（黄浩然 饰）陷害与杀害警察的案件有关，若智只要逃走。制作假护照的美玲与若智之前遇到的机械人完全一个样子，若智误以为她也是机械人，所以决定要假意追求美玲，好让自己不用死去。八月十五那天如期所致，美玲是真心爱着若智的，愿意代替若智死去，才发现原来历史被改写了。©豆瓣	郑中基,蔡卓妍,秦海璐	马伟豪	马伟豪	6.3	 
1389915	一江春水向东流	一九三零年代的上海顺和纱厂，女工素芬（白杨 饰）与妇女补习学校教员张忠良（陶金 饰）喜结连理。 一九三七年七月七日，素芬诞下一子。忠良为子取名抗生后不久，便加入救护队离开上海，并机智地在南京大屠杀中幸存下来。 一九三八年，忠良母（吴茵 饰）带素芬和抗生回到丹阳乡下。但是乡下也不太平，忠良弟忠民（高正 饰）不肯做走狗，上山打起了游击。 一九四零年，侵略者吊死了忠良父。素芬只得背子随婆回到上海，以对忠良的思念和期盼为支撑，在苦难中挣扎求生。 一九四一年，被俘后成功逃脱的忠良辗转到达重庆，困苦中只得投靠故交王丽珍（舒绣文 饰），并慢慢被堕落的物质生活所引诱，开始迷失自己。 一九四五年，日本投降，忠良和丽珍先后回到上海，住进丽珍表姐何文艳（上官云珠 饰）家。就在忠良与文艳厮混时，走投无路的素芬歪打正着被招入文艳家帮佣……©豆瓣	白杨,陶金,舒绣文	蔡楚生	蔡楚生	8.5	 
1394495	找乐	老韩头（黄宗洛）从京剧院看大门的岗位退休后，生活极其茫然。一天，他在街头转悠时结识有些呆傻的何明，何明看他无聊，就带他去看公园围墙下一群退休老票友唱戏，因为在京剧院多年的耳濡目染，老韩头说了些颇为专业的话，令大伙对其特别佩服，自此，老韩头与这些老票友交上了朋友，并兴致勃勃地办起了老年京剧活动站，做起了站长。 为参加春节庙会，活动站大伙日以继夜地赶排节目，不为拿大奖，图的是个可乐。过程中老韩头热心过度，又因在考勤等方面要求异常严格，渐渐引起大伙的不满，最终一齐向他爆发。听着大伙你一言我一语的指责，老韩头气得一脸铁青却又不置可否，摔门而出在大街上乱转了一通后，他又不知不觉回到了活动站。©豆瓣	黄宗洛,黄文捷,韩善续	宁瀛	宁瀛	8.2	 
1394801	邮差	北京，某个冬天。沉默内向的单身青年小豆（冯远征）是一名邮差，日常工作是收发幸福区内居民的信件，他和姐姐（梁丹妮）一起住在一栋简陋的筒子楼里。 姐姐男友（濮存昕）的出现令小豆生出莫名的烦恼，本就尴尬的隐私在狭小局促的空间进一步难堪。百无聊赖中，小豆开始把信件偷偷带回家拆开阅读，最初他仅想偷窥别人的生活，但慢慢地有了干预别人的生活的念想，开始写匿名信、冒名写假信，甚至按地址闯入别人家中。但最终他发现，他能够改变的只有他自己。©豆瓣	冯远征,濮存昕,梁丹妮	何建军	何建军	6.8	 
1394968	举起手来！	我姥姥（刘薇 饰）上学的年代正是闹鬼子的时候，学校里经常有鬼子来抓爱国学生，而被抓走的学生又大多没有回来过。一天，姥姥被鬼子盯上，慌乱之中钻进大木箱被日本鬼子抬上了列车。出站驶入山区时列车遭到游击队员袭击，队长将大木箱子交给一个赶着驴车回村的农夫（郭达 饰），不想就遇到一队 鬼子兵。巧妙地骗过搜查，农夫却被强令带路进入石桥村。进入石桥村，村里老小都加入到解救的队伍中来。不仅如此，村里埋设的地雷、老奶奶喂养的大公鸡、农夫拉车的驴也都让鬼子出尽了洋相、吃尽了苦头，尤其是个“罗圈腿”（潘长江 饰）。经过一天的巧妙周旋，姥姥和农夫配合打回村里的游击队员全歼了鬼子的小分队……©豆瓣	郭达,潘长江,刘小微	冯小宁	冯小宁	6.8	 
1396313	戀愛地圖	东京 尧远（陈柏林饰）从台湾来到东京深造，梦想是成为电脑动画师。但是苦于没有灵感，创作枯燥。一天在大街上偶遇一个浑身散发着哀戚气息的女子，尧远对她一见倾心。女子是年轻的画家美智子，最近正在遭逢失恋的痛楚。而因为爱情的感染，尧远重新激发了创作的欲望，为美智子画下一张张画…… 台北 阿苏（范晓萱饰）彻夜不眠，组装书架。厚重的零件让她招架不来，便找来好友阿铁。阿铁第一次来台北，不懂中文。本以为可以发展一夜情的他看见只是干粗活，不过善良的他也痛快地帮起忙来。 天亮了，阿苏请求他去跟前男友传个信，可是等来的回复从一句中文也不懂的阿铁嘴里说出来，已经支离破碎。阿苏哭了。坐在阿铁的摩托车背后穿越长长的隧道时，她紧紧抱住了他。 上海 云（李小璐饰）是一个爱打瞌睡的女孩子，和母亲相依为命。自从日本美少年修平来到上海并租了他们家一间房间后，云的感情就起了变化。她开始关注他，可是他对日本的恋人还念念不忘……©豆瓣	陈柏霖,范晓萱,市川由衣	下山天	长津晴子	7.3	 
1401268	民警故事	派出所新分配来一批刚从警校毕业的实习生，王连贵的师傅是干了七年的“片儿警”杨国力。杨国力将小王介绍给居委会，居委会的老太太们热心地向他解释管片儿的工作，要以户籍管理为基础，治安工作为主。 晚上正逢杨国力值夜班，有人被狗咬伤。说是一条黑狗疯狂地扑向路人，会不会是疯狗?杨国力立即向所长汇报，所长果断决定：组织力量，迅速找到野狗，以防再咬伤其他群众。 民警们个个手持木棒，四处去寻找狗，终于在一个荒废的院子里找到，大家追到街上将狗乱棍打死。送防疫站检验，果然是条疯狗。防疫站给派出所敲了个警钟：狂犬病的死亡率是百分之百，对参加灭狗的民警必须采取防疫措施。 为了确保居民的安全，派出所要求民警们深入调查是否还有疯狗，并向居民们宣传狂犬病的危害性及城市禁养犬的必要性。所长指派杨国力主要负责这次临时安排的突击灭犬工作。 杨国力经常加班，难得有个星期天能闲下来陪三岁的儿子在家好好玩一天。他妻子时常埋怨说派出所的工作太辛苦。杨国力老是加班，操持家务和教育孩子全靠她一人。说归说，下班回来，她依旧忙碌着家务。 这天是户籍管理学习的日子，值班民警把杨国力从会议室叫出来，说抓住一个在公共场所赌博的外地农民。那农民矢口否认是赌博。杨国力让他在自己面前耍一次牌，他耍得杨国力眼花缭乱，杨国力从中看出问题，不慌不忙地提问，机智地戳穿他的谎言，耍牌人最终承认了是惯赌。 又轮到杨国力值夜班，白天旱日常工作，晚上下片儿检查灭犬工作，熬了几夜，已是精疲力尽。他的管片儿又出案情：一外地青年尾随女人耍流氓，他赶忙去处理。从现场回来，还没喘口气，王连贵又打电话告急：他检查养犬户时，遇到难缠的王小二，他养犬不承认，还不让民警入户检查。杨国力带人将他带到派出所进行教育，谁料他拒不接受批评还出言不逊，杨国力忍无可忍失手打了他。 所里开会批评了他，提出“从严治警”“增强法制观念”。以迎接新的任务。民警的工作就是这样琐碎平凡而又不可缺少©豆瓣	李占河,王连贵,李健	宁瀛	宁瀛	8.0	 
1401282	长大成人	1976年北京的夏天，男孩周青（殷宗杰 饰）带着被父亲剃了一半的头发，和朋友小莫跑向了一截长城的遗址，在那里周青拾到一本残缺的小人书——《钢铁是怎样炼成的》。周青在地震期间看到男青年纪文（李强 饰）的吉它，以及纪文还在上高中的女友绍英（朱洁 饰）。不久四人帮倒台，周青开始在纪文的乐队中担任乐手，这段少年生活很快在纪文与绍英的纷争中宣告结束。周青进入了货运站开始强劳动力的工人生活，强壮火车司机朱赫莱（田壮壮 饰）成为了他心中的榜样，两人的相识以朱赫莱用自己的腿骨挽救遭遇事故的周青结束。一晃多年，八十年代末，周青（朱洪茂 饰）结束在海外的学艺回到北京，面对使他倍感陌生的北京摇滚圈，理想主义者周青无所适从，只能凭借寻找朱赫莱的执念在城市中继续游走……©豆瓣	朱洪茂,殷宗杰,李强	路学长	路学长	7.9	 
1401871	明日天涯	21世纪中页，延年的战火把亚洲地区国土间的疆界磨灭殆尽，剩下来的只有一个个孤立的“口岸”，更陷入“轨道”组织的恐怖统治中……中韩交界的北亚地区，解小拽，解小勉兄弟在新荣口岸劳改场，饱受磨难后，终于目睹了该地区的解放在新旧交替政权真空的非常时期，他们分别经历了混沌所带来的无比自由，及失落挫败，其间解小拽和韩商难友雪兰一段短暂爱情，更令他对眼的美丽新世界感到无所适从，未来真的会来吗？解小拽带着满腔疑惑和矛盾踏上他孤独的明日之路。	刁亦男,赵维威,赵蓉媛	余力为	余力为	6.1	 
1401962	刀	炼锋号铸刀厂大弟子定安（赵文卓饰）被师父选为继承人，后来他知晓了父亲乃惨死于马贼恶汉飞龙（熊欣欣饰）刀下，大殿供奉的断刀正是亡父的遗物。定安带断刀出走，师父女儿向灵（桑妮饰）为爱而追寻，却被马贼所掳，定安舍身相救时竟不幸右手被斩堕下山崖。 断手后定安自思报仇无望，本想就此退隐江湖，不料又拾得半本绝世刀谱，于是决心秘密练刀为父报仇。可又因刀谱残缺无法练成，最后定安苦思之后自创独臂断刀刀法，他能否救得了危难中的炼锋号并手刃杀父仇人飞龙？©豆瓣	赵文卓,熊欣欣,桑妮	徐克	许安	8.1	 
1416860	王首先的夏天	生活在西北灿烂的晴空下、闭塞山村中的12岁少年王首先的生活，因一个摄制组的到来而被彻底打乱。剧组要在村里挑个小孩演主角“星星”。为了能演上“星星”，试戏时，首先不惜用辣椒抹在自己眼睛上，红肿的双眼留下的泪水终于为他赢得了全剧组的认可。谁知校长不同意，因为他学习不好，课文从来背不过3句，怎能背好台词当演员呢？品学兼优的栾力伟得到了这个幸运的机会。为首先的遭遇忿忿不平的小六子偷偷放跑了栾力伟家的牛，不敢回家的栾力伟连夜去找牛。首先终于成了“星星”的扮演者。当看到首先在剧本上密密麻麻注出的生字拼音、解释，听到木讷的首先一字不差地背出台词时，付导演大刘第一次为首先的认真劲所感动。终于找回牛的栾力伟回村。气愤的校长取消了首先演戏的资格。大刘极力替首先说情，因为他相信首先是个值得信任的孩子。当首先站在校长面前，一字一句地背出以前他从来背不下来的课文时，校长吃惊的脸上渐渐打消了不快……首先又能演戏了，他和小六子的欢呼声响彻这个古城堡遗迹环保下的小山村……可较真的首先又给剧组出了难题：他对 “星星”不愿回城、宁愿留在山村的剧情产生了疑问，并就此和小六子搞了一个自愿的签名活动，而且在实拍时就是不说有关的台词，这让大刘丢尽了面子。戏没法拍下去了。剧组撤离小村转场到别处。失落的首先某天早晨在刷牙时无意中发现剧组遗失在他家院中的测光表……首先宝贝似地把测光表珍藏在怀中，踏上了寻找剧组的漫漫旅途……	成泰燊,魏志林,刘世凯	李继贤	小江	7.2	 
